Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient (Level 3 or 4),Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2016-2017,2101,Lebanon Community SD 9,674,Seven Oak Middle School,English Language Arts,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2101,Lebanon Community SD 9,674,Seven Oak Middle School,English Language Arts,Multi-Racial,All Grades,10,40.0,2,8.0,8,32.0,7,28.0,8,32.0,25,100.0
2016-2017,2101,Lebanon Community SD 9,674,Seven Oak Middle School,English Language Arts,Pacific Islander,All Grades,5,71.4,1,14.3,4,57.1,1,14.3,1,14.3,7,100.0
2016-2017,2101,Lebanon Community SD 9,674,Seven Oak Middle School,English Language Arts,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2101,Lebanon Community SD 9,674,Seven Oak Middle School,English Language Arts,Students with Disabilities (SWD),All Grades,5,5.6,0,0.0,5,5.6,20,22.2,65,72.2,90,95.7
2016-2017,2101,Lebanon Community SD 9,674,Seven Oak Middle School,English Language Arts,Talented and Gifted (TAG),All Grades,45,71.4,17,27.0,28,44.4,12,19.0,6,9.5,63,98.4
2016-2017,2101,Lebanon Community SD 9,674,Seven Oak Middle School,English Language Arts,Total Population (All Students),All Grades,208,36.2,35,6.1,173,30.1,170,29.6,196,34.1,574,98.0
2016-2017,2101,Lebanon Community SD 9,674,Seven Oak Middle School,English Language Arts,White,All Grades,166,37.3,29,6.5,137,30.8,133,29.9,146,32.8,445,97.6
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Econo. Disadvantaged,All Grades,89,48.4,43,23.4,46,25.0,38,20.7,57,31.0,184,96.8
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Female,All Grades,42,47.7,18,20.5,24,27.3,19,21.6,27,30.7,88,95.7
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Hispanic/Latino,All Grades,8,53.3,4,26.7,4,26.7,3,20.0,4,26.7,15,100.0
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Male,All Grades,47,49.0,25,26.0,22,22.9,19,19.8,30,31.3,96,98.0
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Multi-Racial,All Grades,6,54.5,4,36.4,2,18.2,2,18.2,3,27.3,11,100.0
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Students with Disabilities (SWD),All Grades,5,17.2,2,6.9,3,10.3,5,17.2,19,65.5,29,90.6
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,Total Population (All Students),All Grades,89,48.4,43,23.4,46,25.0,38,20.7,57,31.0,184,96.8
2016-2017,2097,Lincoln County SD,623,Crestview Heights School,English Language Arts,White,All Grades,73,47.4,33,21.4,40,26.0,32,20.8,49,31.8,154,96.3
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Econo. Disadvantaged,All Grades,53,50.0,13,12.3,40,37.7,16,15.1,37,34.9,106,89.8
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Female,All Grades,24,47.1,5,9.8,19,37.3,11,21.6,16,31.4,51,86.4
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Hispanic/Latino,All Grades,2,16.7,0,0.0,2,16.7,2,16.7,8,66.7,12,100.0
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,American Indian/Alaskan Native,All Grades,3,42.9,1,14.3,2,28.6,1,14.3,3,42.9,7,70.0
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Indian Education,All Grades,6,66.7,1,11.1,5,55.6,1,11.1,2,22.2,9,81.8
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Male,All Grades,29,52.7,8,14.5,21,38.2,5,9.1,21,38.2,55,93.2
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Multi-Racial,All Grades,5,71.4,0,0.0,5,71.4,0,0.0,2,28.6,7,100.0
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,SWD with Accommodations,All Grades,3,37.5,0,0.0,3,37.5,0,0.0,5,62.5,8,100.0
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Students with Disabilities (SWD),All Grades,3,33.3,0,0.0,3,33.3,0,0.0,6,66.7,9,90.0
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,Total Population (All Students),All Grades,53,50.0,13,12.3,40,37.7,16,15.1,37,34.9,106,89.8
2016-2017,2097,Lincoln County SD,3361,Eddyville Charter School,English Language Arts,White,All Grades,43,53.8,12,15.0,31,38.8,13,16.3,24,30.0,80,89.9
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Econo. Disadvantaged,All Grades,16,94.1,6,35.3,10,58.8,1,5.9,0,0.0,17,94.4
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Female,All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Male,All Grades,10,90.9,4,36.4,6,54.5,1,9.1,0,0.0,11,91.7
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,Total Population (All Students),All Grades,16,94.1,6,35.3,10,58.8,1,5.9,0,0.0,17,94.4
2016-2017,2097,Lincoln County SD,3240,Lincoln City Career Technical High School,English Language Arts,White,All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Econo. Disadvantaged,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Female,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Male,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,Total Population (All Students),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,627,Newport High School,English Language Arts,White,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Asian,All Grades,9,90.0,3,30.0,6,60.0,1,10.0,0,0.0,10,100.0
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Econo. Disadvantaged,All Grades,215,54.7,63,16.0,152,38.7,97,24.7,81,20.6,400,96.6
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Female,All Grades,125,61.3,45,22.1,80,39.2,49,24.0,30,14.7,208,97.7
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Hispanic/Latino,All Grades,35,29.9,10,8.5,25,21.4,37,31.6,45,38.5,124,96.9
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,American Indian/Alaskan Native,All Grades,1,14.3,0,0.0,1,14.3,5,71.4,1,14.3,7,100.0
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Indian Education,All Grades,5,33.3,1,6.7,4,26.7,7,46.7,3,20.0,15,93.8
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Male,All Grades,90,47.6,18,9.5,72,38.1,48,25.4,51,27.0,192,95.5
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Multi-Racial,All Grades,17,70.8,3,12.5,14,58.3,3,12.5,4,16.7,24,96.0
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Students with Disabilities (SWD),All Grades,2,6.3,0,0.0,2,6.3,8,25.0,22,68.8,32,84.2
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Total Population (All Students),All Grades,215,54.7,63,16.0,152,38.7,97,24.7,81,20.6,400,96.6
2016-2017,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,White,All Grades,153,66.2,47,20.3,106,45.9,47,20.3,31,13.4,231,96.3
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Asian,All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Econo. Disadvantaged,All Grades,201,45.2,87,19.6,114,25.6,101,22.7,143,32.1,447,98.0
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Female,All Grades,109,48.0,55,24.2,54,23.8,55,24.2,63,27.8,227,98.3
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Hispanic/Latino,All Grades,38,26.2,14,9.7,24,16.6,39,26.9,68,46.9,147,98.0
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Indian Education,All Grades,1,14.3,0,0.0,1,14.3,4,57.1,2,28.6,7,87.5
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,English Learners,All Grades,4,5.9,0,0.0,4,5.9,13,19.1,51,75.0,70,100.0
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Male,All Grades,92,42.2,32,14.7,60,27.5,46,21.1,80,36.7,220,97.8
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Migrant Education,All Grades,1,14.3,0,0.0,1,14.3,4,57.1,2,28.6,7,100.0
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Multi-Racial,All Grades,12,48.0,6,24.0,6,24.0,7,28.0,6,24.0,25,96.2
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,SWD with Accommodations,All Grades,2,7.7,2,7.7,0,0.0,1,3.8,23,88.5,26,100.0
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Students with Disabilities (SWD),All Grades,5,16.1,3,9.7,2,6.5,2,6.5,24,77.4,31,93.9
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Total Population (All Students),All Grades,201,45.2,87,19.6,114,25.6,101,22.7,143,32.1,447,98.0
2016-2017,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,White,All Grades,141,54.2,65,25.0,76,29.2,53,20.4,66,25.4,260,98.5
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Econo. Disadvantaged,All Grades,16,69.6,5,21.7,11,47.8,4,17.4,3,13.0,23,95.8
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Female,All Grades,8,72.7,2,18.2,6,54.5,3,27.3,0,0.0,11,100.0
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,American Indian/Alaskan Native,All Grades,5,62.5,2,25.0,3,37.5,1,12.5,2,25.0,8,88.9
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Indian Education,All Grades,6,66.7,2,22.2,4,44.4,1,11.1,2,22.2,9,90.0
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Male,All Grades,8,66.7,3,25.0,5,41.7,1,8.3,3,25.0,12,92.3
2016-2017,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
