Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient (Level 3 or 4),Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Econo. Disadvantaged,All Grades,14,37.8,3,8.1,11,29.7,18,48.6,5,13.5,37,100.0
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Female,All Grades,15,41.7,2,5.6,13,36.1,15,41.7,6,16.7,36,100.0
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Hispanic/Latino,All Grades,4,44.4,0,0.0,4,44.4,3,33.3,2,22.2,9,100.0
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Male,All Grades,17,47.2,6,16.7,11,30.6,16,44.4,3,8.3,36,100.0
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,Total Population (All Students),All Grades,32,44.4,8,11.1,24,33.3,31,43.1,9,12.5,72,100.0
2016-2017,2005,Arlington SD 3,323,Arlington Community Charter School,Mathematics,White,All Grades,27,47.4,8,14.0,19,33.3,24,42.1,6,10.5,57,100.0
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Econo. Disadvantaged,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Female,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Male,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,Total Population (All Students),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2115,Arock SD 81,711,W W Jones Elementary School,Mathematics,White,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Asian,All Grades,6,66.7,5,55.6,1,11.1,3,33.3,0,0.0,9,81.8
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Black/African American,All Grades,1,16.7,0,0.0,1,16.7,3,50.0,2,33.3,6,100.0
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Econo. Disadvantaged,All Grades,33,47.1,16,22.9,17,24.3,20,28.6,17,24.3,70,92.1
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Female,All Grades,64,55.2,35,30.2,29,25.0,36,31.0,16,13.8,116,89.2
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Hispanic/Latino,All Grades,6,46.2,2,15.4,4,30.8,4,30.8,3,23.1,13,86.7
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Male,All Grades,74,70.5,42,40.0,32,30.5,15,14.3,16,15.2,105,92.9
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Multi-Racial,All Grades,7,46.7,3,20.0,4,26.7,6,40.0,2,13.3,15,93.8
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,SWD with Accommodations,All Grades,5,22.7,1,4.5,4,18.2,6,27.3,11,50.0,22,100.0
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Students with Disabilities (SWD),All Grades,6,21.4,1,3.6,5,17.9,9,32.1,13,46.4,28,100.0
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,Total Population (All Students),All Grades,138,62.4,77,34.8,61,27.6,51,23.1,32,14.5,221,90.9
2016-2017,2041,Ashland SD 5,381,Ashland High School,Mathematics,White,All Grades,118,66.7,67,37.9,51,28.8,35,19.8,24,13.6,177,91.2
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Asian,All Grades,3,37.5,1,12.5,2,25.0,3,37.5,2,25.0,9,100.0
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Black/African American,All Grades,9,75.0,5,41.7,4,33.3,0,0.0,3,25.0,12,100.0
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Econo. Disadvantaged,All Grades,127,55.0,61,26.4,66,28.6,58,25.1,46,19.9,232,97.5
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Female,All Grades,176,65.4,101,37.5,75,27.9,66,24.5,27,10.0,269,97.8
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Hispanic/Latino,All Grades,14,31.1,8,17.8,6,13.3,19,42.2,12,26.7,45,97.8
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Male,All Grades,183,65.8,110,39.6,73,26.3,56,20.1,39,14.0,279,98.6
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Multi-Racial,All Grades,32,61.5,21,40.4,11,21.2,9,17.3,11,21.2,52,98.1
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Students with Disabilities (SWD),All Grades,10,16.4,6,9.8,4,6.6,24,39.3,27,44.3,61,98.4
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,Total Population (All Students),All Grades,359,65.6,211,38.6,148,27.1,122,22.3,66,12.1,548,98.2
2016-2017,2041,Ashland SD 5,380,Ashland Middle School,Mathematics,White,All Grades,299,70.0,175,41.0,124,29.0,90,21.1,38,8.9,427,98.2
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Econo. Disadvantaged,All Grades,32,54.2,12,20.3,20,33.9,15,25.4,12,20.3,59,98.3
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Female,All Grades,42,57.5,20,27.4,22,30.1,19,26.0,12,16.4,73,98.6
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Hispanic/Latino,All Grades,8,61.5,5,38.5,3,23.1,2,15.4,3,23.1,13,100.0
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Male,All Grades,60,69.8,27,31.4,33,38.4,18,20.9,8,9.3,86,98.9
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Multi-Racial,All Grades,5,55.6,3,33.3,2,22.2,4,44.4,0,0.0,9,100.0
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,SWD with Accommodations,All Grades,1,9.1,0,0.0,1,9.1,3,27.3,7,63.6,11,100.0
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,9,39.1,5,21.7,4,17.4,7,30.4,7,30.4,23,92.0
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,Total Population (All Students),All Grades,102,64.2,47,29.6,55,34.6,37,23.3,20,12.6,159,98.8
2016-2017,2041,Ashland SD 5,375,Bellview Elementary School,Mathematics,White,All Grades,88,66.7,38,28.8,50,37.9,29,22.0,15,11.4,132,99.2
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Econo. Disadvantaged,All Grades,39,56.5,16,23.2,23,33.3,19,27.5,11,15.9,69,98.6
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Female,All Grades,55,61.8,30,33.7,25,28.1,19,21.3,15,16.9,89,98.9
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Hispanic/Latino,All Grades,6,54.5,4,36.4,2,18.2,4,36.4,1,9.1,11,100.0
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Male,All Grades,51,58.6,27,31.0,24,27.6,28,32.2,8,9.2,87,96.7
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Multi-Racial,All Grades,14,60.9,5,21.7,9,39.1,5,21.7,4,17.4,23,100.0
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,SWD with Accommodations,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,6,21.4,3,10.7,3,10.7,11,39.3,11,39.3,28,93.3
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,Total Population (All Students),All Grades,106,60.2,57,32.4,49,27.8,47,26.7,23,13.1,176,97.8
2016-2017,2041,Ashland SD 5,377,Helman Elementary School,Mathematics,White,All Grades,85,61.6,47,34.1,38,27.5,38,27.5,15,10.9,138,97.2
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Econo. Disadvantaged,All Grades,29,64.4,15,33.3,14,31.1,11,24.4,5,11.1,45,95.7
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Female,All Grades,28,73.7,14,36.8,14,36.8,8,21.1,2,5.3,38,97.4
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Hispanic/Latino,All Grades,5,62.5,2,25.0,3,37.5,3,37.5,0,0.0,8,88.9
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Male,All Grades,27,61.4,17,38.6,10,22.7,10,22.7,7,15.9,44,93.6
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Multi-Racial,All Grades,10,76.9,5,38.5,5,38.5,1,7.7,2,15.4,13,100.0
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,SWD with Accommodations,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,3,25.0,0,0.0,3,25.0,5,41.7,4,33.3,12,92.3
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,Total Population (All Students),All Grades,55,67.1,31,37.8,24,29.3,18,22.0,9,11.0,82,95.3
2016-2017,2041,Ashland SD 5,4476,John Muir Elementary School,Mathematics,White,All Grades,39,69.6,23,41.1,16,28.6,12,21.4,5,8.9,56,94.9
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Econo. Disadvantaged,All Grades,30,39.5,10,13.2,20,26.3,16,21.1,30,39.5,77,97.5
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Female,All Grades,32,53.3,13,21.7,19,31.7,16,26.7,12,20.0,60,92.3
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Hispanic/Latino,All Grades,5,27.8,1,5.6,4,22.2,2,11.1,11,61.1,18,100.0
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Male,All Grades,30,42.9,14,20.0,16,22.9,13,18.6,27,38.6,71,97.3
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Multi-Racial,All Grades,10,58.8,5,29.4,5,29.4,3,17.6,4,23.5,17,94.4
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,8,22.2,5,13.9,3,8.3,10,27.8,18,50.0,36,97.3
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,Total Population (All Students),All Grades,62,47.7,27,20.8,35,26.9,29,22.3,39,30.0,131,94.9
2016-2017,2041,Ashland SD 5,379,Walker Elementary School,Mathematics,White,All Grades,43,49.4,21,24.1,22,25.3,24,27.6,20,23.0,87,93.5
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Econo. Disadvantaged,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Female,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Male,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2051,Ashwood SD 8,427,Ashwood Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
