school,city,county,district,esd,governance,ods.participation,ods.grades,ods.camp,ods.days,ods.nights,ods.academic.component,ods.total.students,curriculum.outside.provider,curriculum.school.district.staff,curriculum.volunteers,staffing.provider.staff,staffing.hs.mentors,staffing.parents.volunteers,staffing.community.experts,staffing.other,ela.numeric,math.numeric,science.numeric,frl,pct.white,lon,lat,ods.camp_1,ods.camp_2,ods.camp_3,ods.camp_4,ods.camp_5
McGovern Elementary School,Winston,Douglas,Winston-Dillard SD 116,Douglas ESD,Public,Yes,"",Camp Myrtlewood,2,1,,,,,,,,,,,0.353,0.301,0.494,0.6654000000000001,0.8109999999999999,-123.423156,43.121746,Camp Myrtlewood,,,,
McKenzie Elementary School,Finn Rock,Lane,McKenzie SD 68,Lane ESD,Public,Yes,"5, 6",Camp White Branch,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",30,Yes,Yes,No,No,Yes,Yes,Yes,No,0.402,0.305,0.48,,0.742,-122.3617422,44.1514548,Camp White Branch,,,,
Mckenzie Montessori Institute,Springfield,Lane,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.9638098,44.0505489,,,,,
McKinley Elementary School,Beaverton,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,No,"",,,,,,,,,,,,,,0.397,0.37,0.58,0.6193,0.371,-122.8660415,45.5302191,,,,,
McKinley Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.5760000000000001,0.49700000000000005,0.804,0.493,0.728,-123.0420783,44.9169965,,,,,
McLoughlin Middle School,Medford,Jackson,Medford SD 549C,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.6,0.42,0.7290000000000001,0.6123,,-122.8821795,42.329026,,,,,
Mcminnville Adventist Christian School,Mcminnville,Yamhill,Private,Private,Private,Yes,"",,,,,,,,,,,,,,,,,,,-123.2046981,45.2178495,,,,,
Mcminnville Montessori School,Mcminnville,Yamhill,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-123.1877643,45.2078779,,,,,
McNary Heights Elementary School,Umatilla,Umatilla,Umatilla SD 6R,InterMountain ESD,Public,No,"",,,,,,,,,,,,,,0.231,0.268,0.298,0.763,0.23399999999999999,-119.29573,45.9186972,,,,,
Meadow Park Middle School,Beaverton,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,Yes,6,"Camp Magruder,Cedar Ridge",3,2,"Yes, and it CONNECTS TO STATE STANDARDS",276,Yes,Yes,No,Yes,Yes,No,No,No,0.5379999999999999,0.45399999999999996,,0.4511,0.39899999999999997,-122.823981,45.514864,Camp Magruder,Cedar Ridge,,,
Meadow View School,Eugene,Lane,Bethel SD 52,Lane ESD,Public,Yes,5,,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",90,,,,,,,,,0.5379999999999999,0.419,0.763,0.4047,0.77,-123.200759,44.079227,,,,,
Melrose Elementary School,Roseburg,Douglas,Douglas County SD 4,Douglas ESD,Public,No,"",,,,,,,,,,,,,,0.45299999999999996,0.429,0.825,0.3274,0.838,-123.445029,43.242983,,,,,
Memorial Elementary School,McMinnville,Yamhill,McMinnville SD 40,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.6759999999999999,0.6609999999999999,0.758,0.4391,0.7659999999999999,-123.2027958,45.2184855,,,,,
Memorial Middle School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.557,0.36700000000000005,0.7340000000000001,0.4597,0.705,-123.1151728,44.6230748,,,,,
Merrill Elementary School,Merrill,Klamath,Klamath County SD,Southern Oregon ESD,Public,Yes,6,Coastal Discovery Center at Camp Gray,,,,25,,,,,,,,,0.467,0.373,0.619,0.7071,0.457,-121.6051669,42.0258439,Coastal Discovery Center at Camp Gray,,,,
Metro East Web Academy,Gresham,Multnomah,Gresham-Barlow SD 10J,Multnomah ESD,Public,No,"",,,,,,,,,,,,,,0.561,0.205,0.405,,0.742,-122.4407799,45.5075318,,,,,
Metropolitan Learning Center,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,"4, 5, 6","Camp Namanu,Hancock Field Station",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",48,,,,,,,,,0.674,0.503,0.6859999999999999,0.22949999999999998,0.7959999999999999,-122.693621,45.5266463,Camp Namanu,Hancock Field Station,,,
Mid-Columbia Adventist Christian School,Hood River,Hood River,Private,Private,Private,Yes,6,,3,2,,6,,,,,,,,,,,,,,-121.5349224,45.7020007,,,,,
Miller Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,5,Camp Cascade Conference and Retreat Center,3,2,,68,,,,,,,,,0.391,0.256,0.633,0.7018000000000001,0.521,-122.9664953,44.9105568,Camp Cascade Conference and Retreat Center,,,,
Mills Elementary School,Klamath Falls,Klamath,Klamath Falls City Schools,Southern Oregon ESD,Public,Yes,5,,4,3,,50,,,,,,,,,0.243,0.29100000000000004,0.521,0.9111,0.42200000000000004,-121.765761,42.2242557,,,,,
Milton Stateline Sda School,Milton Freewater,Umatilla,Private,Private,Private,Yes,"5, 6",Camp Mivoden,5,4,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",21,Yes,Yes,No,Yes,No,Yes,No,No,,,,,,-118.3952503,45.9743435,Camp Mivoden,,,,
Minter Bridge Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",60,,,,,,,,,0.474,0.40299999999999997,0.667,0.5169,0.396,-122.963463,45.4969852,Camp Magruder,,,,
Mitchell School,Mitchell,Wheeler,Mitchell SD 55,North Central ESD,Public,No,"",,,,,,,,,,,,,,0.75,0.733,0.833,,0.6920000000000001,-120.1470618,44.5646861,,,,,
Molalla Elementary School,Molalla,Clackamas,Molalla River SD 35,Clackamas ESD,Public,Yes,5,Jawbone Flats,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",62,Yes,No,No,Yes,No,Yes,No,No,0.308,0.327,0.7190000000000001,0.6585,0.6409999999999999,-122.59468,45.153543,Jawbone Flats,,,,
Molalla River Academy,Molalla,Clackamas,Molalla River SD 35,Clackamas ESD,Public,Yes,"",Camp Magruder,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",47,,,,,,,,,0.484,0.46799999999999997,0.69,,0.843,-122.5214192,45.1209621,Camp Magruder,,,,
Monmouth Elementary School,Monmouth,Polk,Central SD 13J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.456,0.44299999999999995,0.611,0.5465,0.67,-123.223718,44.8529525,,,,,
Monroe Grade School,Monroe,Benton,Monroe SD 1J,Linn Benton Lincoln ESD,Public,Yes,6,Camp Tadmor,5,4,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",35,Yes,No,Yes,No,Yes,Yes,Yes,No,0.37799999999999995,0.314,0.6459999999999999,0.5705,0.7340000000000001,-123.299253,44.312074,Camp Tadmor,,,,
Montessori School of Beaverton Ltd,Portland,Washington,Private,Private,Private,Yes,"6, 7, 8, 9, 10, 11, 12",Hancock Field Station,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",53,Yes,No,No,Yes,No,Yes,No,No,,,,,,-122.7904245,45.5474162,Hancock Field Station,,,,
Mooberry Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",68,,,,,,,,,0.32799999999999996,0.271,0.585,0.7303000000000001,0.27899999999999997,-122.9719572,45.5336864,Camp Magruder,,,,
Morningside Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.5529999999999999,0.53,0.8170000000000001,0.5311,0.71,-123.032219,44.904223,,,,,
Mosier Community School,Mosier,Wasco,North Wasco County SD 21,Columbia Gorge ESD,Public,Yes,6,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",26,Yes,Yes,No,No,No,Yes,No,No,0.669,0.43799999999999994,0.8370000000000001,0.42729999999999996,0.7,-121.4004249,45.6831074,Coastal Discovery Center at Camp Gray,,,,
Mountain View Academy,Lowell,Lane,Lowell SD 71,Lane ESD,Public,Yes,"4, 5, 6",,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",42,Yes,Yes,No,Yes,No,Yes,Yes,No,0.494,0.42,0.792,0.3893,0.885,-122.784531,43.917586,Newport,OR,,,
Mountain View Middle School,Beaverton,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,Yes,6,"Trickle Creek,Camp Magruder",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",288,,,,,,,,,0.457,0.364,,0.5759000000000001,0.44299999999999995,-122.8550695,45.4790856,Trickle Creek,Camp Magruder,,,
Mountain View Middle School,Newberg,Yamhill,Newberg SD 29J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.49,0.319,0.698,0.4888,0.677,-122.9509193,45.313101,,,,,
Mt Tabor Middle School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Arrah Wanna,Canby Grove,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",237,Yes,No,No,Yes,No,No,No,No,0.6779999999999999,0.589,0.7659999999999999,0.2507,0.63,-122.6039884,45.5209786,Camp Angelos,Camp Arrah Wanna,Canby Grove,Camp Namanu,
Mt View Elementary School,Corvallis,Benton,Corvallis SD 509J,Linn Benton Lincoln ESD,Public,Yes,"",,,,,,,,,,,,,,0.503,0.429,0.623,0.4277,0.8290000000000001,-123.238942,44.628146,,,,,
Muddy Creek Charter School,Corvallis,Benton,Corvallis SD 509J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.5670000000000001,0.583,0.941,,0.845,-123.3377789,44.4597765,,,,,
Multi-sensory Instruction Teaching Children Hands-On (MITCH),Tigard,Washington,Tigard-Tualatin SD 23J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",18,Yes,Yes,No,,,,,,0.648,0.608,0.878,,0.768,-122.7705162,45.3784602,Camp Magruder,,,,
Multisensory Learning Academy,Portland,Multnomah,Reynolds SD 7,Multnomah ESD,Public,Yes,6,Camp Angelos,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",53,Yes,No,No,Yes,No,No,No,No,0.523,0.35100000000000003,0.5710000000000001,0.1996,0.6659999999999999,-122.4313235,45.536015,Camp Angelos,,,,
Myers Elementary School,Salem,Polk,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,5,Canyonview Camp,3,2,,74,,,,,,,,,0.44799999999999995,0.312,0.667,0.4413,0.629,-123.0764885,44.9456081,Canyonview Camp,,,,
Naas Elementary School,Boring,Clackamas,Oregon Trail SD 46,Clackamas ESD,Public,No,"",,,,,,,,,,,,,,0.502,0.478,0.73,0.4432,0.741,-122.3784397,45.4342993,,,,,
Neah-Kah-Nie Middle School,Rockaway Beach,Tillamook,Neah-Kah-Nie SD 56,Northwest Regional ESD,Public,Yes,"",Trickle Creek,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,0.648,0.531,0.7909999999999999,0.6108,0.7659999999999999,-123.9382362,45.6425747,Trickle Creek,,,,
Nellie Muir Elementary School,Woodburn,Marion,Woodburn SD 103,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.204,0.231,0.37,0.7862,0.11699999999999999,-122.86936,45.145328,,,,,
Neskowin Valley School,Neskowin,Tillamook,Nestucca Valley SD 101,Northwest Regional ESD,Public,No,"",,,,,,,,,,,,,,,,,,,-123.924623,45.073809,,,,,
Nestucca Valley Elementary School,Cloverdale,Tillamook,Nestucca Valley SD 101,Northwest Regional ESD,Public,Yes,6,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",36,Yes,No,No,Yes,Yes,No,No,No,0.525,0.424,0.45799999999999996,0.6943,0.6940000000000001,-123.904015,45.1882315,Camp Westwind,,,,
New Dimension Christian School,Medford,Jackson,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.879111,42.3248954,,,,,
New Hope Christian Schools,Grants Pass,Josephine,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-123.366377,42.3594324,,,,,
New Vision School,Hood River,Hood River,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-121.608105,45.66837,,,,,
Newby Elementary School,McMinnville,Yamhill,McMinnville SD 40,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.513,0.48700000000000004,0.634,0.6412,0.569,-123.2106526,45.2112788,,,,,
Ninety-One School,Hubbard,Clackamas,Canby SD 86,Clackamas ESD,Public,Yes,6,Hancock Field Station,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",50,Yes,No,No,Yes,Yes,No,No,No,0.511,0.478,0.718,0.3333,0.7829999999999999,-122.745682,45.177347,Hancock Field Station,,,,
North Albany Elementary School,Albany,Benton,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",55,Yes,No,No,Yes,No,Yes,No,No,0.7190000000000001,0.695,0.857,0.13470000000000001,0.838,-123.1147119,44.6515458,Coastal Discovery Center at Camp Gray,,,,
North Albany Middle School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",57,Yes,No,No,No,No,Yes,No,No,0.715,0.462,0.805,0.3333,0.682,-123.1119355,44.6525198,Coastal Discovery Center at Camp Gray,,,,
North Bay Elementary School,North Bend,Coos,North Bend SD 13,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.48700000000000004,0.36200000000000004,0.741,0.677,0.8109999999999999,-124.210605,43.5023925,,,,,
North Bend Middle School,North Bend,Coos,North Bend SD 13,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.507,0.451,0.631,0.5036999999999999,0.757,-124.2343443,43.3987783,,,,,
North Clackamas Christian School,Oregon City,Clackamas,Private,Private,Private,Yes,6,Twin Rocks Friends Conference,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",20,Yes,No,No,,,,,,,,,,,-122.580727,45.3220839,Twin Rocks Friends Conference,,,,
North Lake School,Silver Lake,Lake,North Lake SD 14,Lake ESD,Public,No,"",,,,,,,,,,,,,,0.41700000000000004,0.24600000000000002,0.545,0.7837999999999999,0.833,-120.9038818,43.2444884,,,,,
North Marion Middle School,Aurora,Marion,North Marion SD 15,Willamette ESD,Public,Yes,6,Camp Arrah Wanna,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",126,Yes,Yes,No,Yes,No,No,No,No,0.396,0.22399999999999998,0.5579999999999999,0.5754,0.546,-122.7949683,45.2137719,Camp Arrah Wanna,,,,
North Middle School,Grants Pass,Josephine,Grants Pass SD 7,Southern Oregon ESD,Public,Yes,6,Sam Brown Campground,1,0,"Yes, and it CONNECTS TO STATE STANDARDS",240,Yes,Yes,No,No,No,Yes,No,No,0.585,0.381,0.716,0.6697,0.757,-123.3312858,42.4581277,Sam Brown Campground,,,,
North Plains Elementary School,North Plains,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Trickle Creek,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",50,,,,,,,,,0.644,0.5379999999999999,0.867,0.2691,0.768,-123.00787,45.601793,Trickle Creek,,,,
North Powder Charter School,North Powder,Union,North Powder SD 8J,InterMountain ESD,Public,Yes,6,Elkhorn Wildlife Management Area,4,0,,25,,,,,,,,,0.49,0.32899999999999996,0.585,0.632,0.8290000000000001,-117.9253841,45.0275745,Elkhorn Wildlife Management Area,,,,
Northwest Chinese Academy,Portland,Washington,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.7647438,45.4872311,,,,,
Nyssa Elementary School,Nyssa,Malheur,Nyssa SD 26,Malheur ESD Region 14,Public,No,"",,,,,,,,,,,,,,0.345,0.24100000000000002,0.6459999999999999,0.7212999999999999,0.306,-117.003815,43.8776926,,,,,
Nyssa Middle School,Nyssa,Malheur,Nyssa SD 26,Malheur ESD Region 14,Public,No,"",,,,,,,,,,,,,,0.5,0.295,0.595,0.7192000000000001,0.327,-117.0037747,43.8776453,,,,,
O'Hara Catholic Elementary School,Eugene,Lane,Private,Private,Private,Yes,6,,,,,,,,,,,,,,,,,,,-123.1028978,44.0413205,,,,,
Oak Elementary School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.429,0.446,0.648,0.4851,0.836,-123.0864966,44.6079661,,,,,
Oak Grove Elementary School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",62,Yes,No,No,Yes,No,Yes,No,No,0.736,0.7509999999999999,0.905,,0.877,-123.1482553,44.6570354,Coastal Discovery Center at Camp Gray,,,,
Oak Grove Elementary School,Medford,Jackson,Medford SD 549C,Southern Oregon ESD,Public,Yes,6,Mountain Lakes Bible Camp,3,2,,61,,,,,,,,,0.54,0.423,0.7190000000000001,0.7525,0.527,-122.9095265,42.3245036,Mountain Lakes Bible Camp,,,,
Oak Heights Elementary School,Sweet Home,Linn,Sweet Home SD 55,Linn Benton Lincoln ESD,Public,Yes,6,Camp Tadmor,3,2,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",35,Yes,No,No,Yes,Yes,No,Yes,No,0.268,0.256,0.569,0.7081000000000001,0.852,-122.7369404,44.3914143,Camp Tadmor,,,,
Oak Hill School,Eugene,Lane,Private,Private,Private,Yes,"",Camp Lutherwood Oregon,,,,,,,,,,,,,,,,,,-123.0269118,44.0078771,Camp Lutherwood Oregon,,,,
Oakridge Elementary School,Oakridge,Lane,Oakridge SD 76,Lane ESD,Public,Yes,6,Oakridge Fish Hatchery,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",37,Yes,Yes,No,No,Yes,Yes,Yes,No,0.294,0.233,0.5,0.7120000000000001,0.861,-122.4656719,43.7486638,Oakridge Fish Hatchery,,,,
Ockley Green Middle School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Arrah Wanna,Canby Grove,Camp Howard,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",194,Yes,No,No,Yes,No,No,No,No,0.38,0.307,0.551,0.6058,0.401,-122.6806994,45.5669644,Camp Angelos,Camp Arrah Wanna,Canby Grove,Camp Howard,Camp Namanu
Ogden Middle School,Oregon City,Clackamas,Oregon City SD 62,Clackamas ESD,Public,Yes,6,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",291,Yes,Yes,No,Yes,Yes,No,No,No,0.586,0.43700000000000006,0.6890000000000001,0.35729999999999995,0.787,-122.5760902,45.3559986,Camp Westwind,,,,
Oliver Elementary School,Portland,Multnomah,Centennial SD 28J,Multnomah ESD,Public,Yes,5,Mazama Mountain Science School,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",60,Yes,No,No,Yes,No,No,No,No,0.23600000000000002,0.14,0.294,0.8492000000000001,0.384,-122.5000647,45.5154401,Mazama Mountain Science School,,,,
Opal School of the Portland Children's Museum,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,"3, 4, 5",Jawbone Flats,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",22,,,,Yes,No,No,No,No,0.733,0.516,0.889,,0.7390000000000001,-122.7178683,45.5085095,Jawbone Flats,,,,
Open School North,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Canby Grove,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",6,Yes,No,No,Yes,No,No,No,No,,,,,0.354,-122.6994765,45.5778805,Canby Grove,,,,
Optimum Learning Environment Charter School,Keizer,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.769,0.628,0.95,0.2,0.877,-123.0199748,45.0337149,,,,,
Oregon Connections Academy,Mill City,Linn,Santiam Canyon SD 129J,Linn Benton Lincoln ESD,Public,Yes,"",Camp Tilikum,,,,,,,,,,,,,0.529,0.27,0.56,,0.762,-122.4871395,44.7575848,Camp Tilikum,,,,
Oregon Episcopal School,Portland,Washington,Private,Private,Private,Yes,6,"Camp Howard,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",68,Yes,Yes,No,Yes,Yes,No,No,No,,,,,,-122.7572274,45.4750387,Camp Howard,Camp Namanu,,,
Oregon School for the Deaf,Salem,Marion,Oregon Department of Education,Oregon Department of Education,Public,No,"",,,,,,,,,,,,,,,,,0.561,0.39799999999999996,-123.0219593,44.965496,,,,,
Oregon Trail Academy,Boring,Clackamas,Oregon Trail SD 46,Clackamas ESD,Public,Yes,6,Camp Namanu,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",25,Yes,No,No,Yes,No,No,No,No,0.6409999999999999,0.546,0.7290000000000001,0.1423,0.8690000000000001,-122.289881,45.454818,Camp Namanu,,,,
Oregon Virtual Academy,North Bend,Coos,North Bend SD 13,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.467,0.213,0.42200000000000004,,0.748,-124.2214074,43.4070721,,,,,
Orenco Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",86,,,,,,,,,0.616,0.47100000000000003,0.725,0.2822,0.517,-122.9079916,45.5282932,Cedar Ridge,,,,
Otto Petersen Elementary School,Scappoose,Columbia,Scappoose SD 1J,Northwest Regional ESD,Public,No,"",,,,,,,,,,,,,,0.5579999999999999,0.405,0.735,0.3157,0.821,-122.8749777,45.7506771,,,,,
Our Lady Of The Lake School,Lake Oswego,Clackamas,Private,Private,Private,Yes,"5, 6","Trickle Creek,Coastal Discovery Center at Camp Gray",3,2,"Yes, and it CONNECTS TO STATE STANDARDS",56,,,,,,,,,,,,,,-122.6715435,45.419697,Trickle Creek,Coastal Discovery Center at Camp Gray,,,
Pacific Crest Middle School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,No,"",,,,,,,,,,,,,,0.737,0.649,0.8029999999999999,0.1039,0.9109999999999999,-121.3674246,44.0548937,,,,,
Paisley School,Paisley,Lake,Paisley SD 11,Lake ESD,Public,Yes,"4, 5, 6",,4,2,"Yes, and it CONNECTS TO STATE STANDARDS",12,Yes,Yes,No,No,No,Yes,Yes,No,0.613,0.521,0.741,,0.833,-120.5433171,42.693698,none,we plan our own,,,
Parklane Elementary School,Portland,Multnomah,Centennial SD 28J,Multnomah ESD,Public,Yes,5,Mazama Mountain Science School,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",58,Yes,No,No,Yes,No,No,No,No,0.264,0.213,0.304,0.8440000000000001,0.379,-122.5002356,45.5144645,Mazama Mountain Science School,,,,
Parkrose Middle School,Portland,Multnomah,Parkrose SD 3,Multnomah ESD,Public,Yes,6,"Canby Grove,Camp Angelos",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",217,Yes,No,No,Yes,No,No,No,No,0.518,0.251,0.506,0.7542,0.32299999999999995,-122.5407935,45.5508543,Canby Grove,Camp Angelos,,,
Parrish Middle School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.36,0.28,0.49700000000000005,0.8284,0.38799999999999996,-123.0240185,44.9454937,,,,,
Patton Middle School,McMinnville,Yamhill,McMinnville SD 40,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.5479999999999999,0.43799999999999994,0.767,0.6313,0.637,-123.1859997,45.222738,,,,,
Paul L Patterson Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",57,,,,,,,,,0.73,0.654,0.855,0.2328,0.703,-122.9930574,45.5465306,Cedar Ridge,,,,
Pelican Elementary School,Klamath Falls,Klamath,Klamath Falls City Schools,Southern Oregon ESD,Public,Yes,"1, 2, 3",Klamath Outdoor Science School,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",40,Yes,No,No,Yes,No,Yes,No,No,0.336,0.365,0.59,0.7421,0.643,-121.8031497,42.2500925,Klamath Outdoor Science School,,,,
Periwinkle Elementary School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.46399999999999997,0.361,0.5660000000000001,0.5751,0.684,-123.0781438,44.6210811,,,,,
Perrydale School,Amity,Polk,Perrydale SD 21,Willamette ESD,Public,Yes,6,Camp Tapawingo,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",25,Yes,Yes,No,No,Yes,Yes,Yes,No,0.524,0.268,0.5660000000000001,0.33649999999999997,0.877,-123.2574182,45.0420662,Camp Tapawingo,,,,
Peterson Elementary School,Klamath Falls,Klamath,Klamath County SD,Southern Oregon ESD,Public,Yes,6,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",80,Yes,No,No,Yes,Yes,No,No,No,0.452,0.41200000000000003,0.6409999999999999,0.6089,0.627,-121.7288567,42.1900561,Camp Westwind,,,,
Philomath Middle School,Philomath,Benton,Philomath SD 17J,Linn Benton Lincoln ESD,Public,Yes,6,Camp Tadmor,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",105,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0.6609999999999999,0.506,0.84,0.39770000000000005,0.845,-123.3556333,44.5345472,Camp Tadmor,,,,
Phoenix Elementary School,Phoenix,Jackson,Phoenix-Talent SD 4,Southern Oregon ESD,Public,Yes,5,Mountain Lakes Bible Camp,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",40,Yes,Yes,No,No,Yes,Yes,No,No,0.193,0.158,0.397,0.8270000000000001,0.37,-122.8200681,42.2733072,Mountain Lakes Bible Camp,,,,
Pilgrim Lutheran School,Beaverton,Washington,Private,Private,Private,Yes,6,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",12,,,,,,,,,,,,,,-122.8050792,45.4791231,Camp Westwind,,,,
Pilot Butte Middle School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,No,"",,,,,,,,,,,,,,0.608,0.431,0.67,0.6476000000000001,0.799,-121.286535,44.064436,,,,,
Pilot Rock Elementary School,Pilot Rock,Umatilla,Pilot Rock SD 2,InterMountain ESD,Public,Yes,6,Camp Meadowood Springs,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",35,No,Yes,No,No,Yes,No,Yes,No,0.327,0.2,0.364,0.8142,0.863,-118.8332553,45.4785564,Camp Meadowood Springs,,,,
Pine Creek Elementary School,Drewsey,Harney,Pine Creek SD 5,Harney ESD,Public,No,"",,,,,,,,,,,,,,,,,,1,-118.5874008,43.8269554,,,,,
Pine Ridge Elementary School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",94,Yes,No,No,Yes,No,No,No,No,0.636,0.599,0.725,0.3031,0.84,-121.3314013,44.0236373,Camp Tamarack,,,,
Pioneer Elementary School,Ontario,Malheur,Ontario SD 8C,Malheur ESD Region 14,Public,No,"",,,,,,,,,,,,,,0.316,0.31,0.33299999999999996,0.8393999999999999,0.41600000000000004,-116.938867,44.117991,,,,,
